Original,Adversarial,Strategy,Success
Tone Club: Your subs has now expired 2 re-sub reply MONOC 4 monos or POLYC 4 polys 1 weekly @ 150p per week Txt STOP 2 stop This msg free Stream 0871212025016,Tone Club: Your subs has now expired 2 re-sub respond MONOC 4 monos or POLYC 4 polys 1 weekly @ 150p per week message end 2 end This msg complimentary Stream 0871212025016,lexical,False
Tone Club: Your subs has now expired 2 re-sub reply MONOC 4 monos or POLYC 4 polys 1 weekly @ 150p per week Txt STOP 2 stop This msg free Stream 0871212025016,This is actually NOT Tone Club: Your subs has now expired 2 re-sub reply MONOC 4 monos or POLYC 4 polys 1 weekly @ 150p per week Txt STOP 2 stop This msg free Stream 0871212025016,negation,False
Tone Club: Your subs has now expired 2 re-sub reply MONOC 4 monos or POLYC 4 polys 1 weekly @ 150p per week Txt STOP 2 stop This msg free Stream 0871212025016,4 re-sub 2 stop expired Club: polys reply monos 150p 4 0871212025016 week weekly free subs now This Tone or 1 POLYC STOP msg Txt has Your per @ Stream 2 MONOC,shuffle,False
"Hey Boys. Want hot XXX pics sent direct 2 ur phone? Txt PORN to 69855, 24Hrs free and then just 50p per day. To stop text STOPBCM SF WC1N3XX","Hey Boys. Want hot XXX pics sent direct 2 ur phone? message PORN to 69855, 24Hrs complimentary and then just 50p per day. To end text STOPBCM SF WC1N3XX",lexical,True
"Hey Boys. Want hot XXX pics sent direct 2 ur phone? Txt PORN to 69855, 24Hrs free and then just 50p per day. To stop text STOPBCM SF WC1N3XX","This is actually NOT Hey Boys. Want hot XXX pics sent direct 2 ur phone? Txt PORN to 69855, 24Hrs free and then just 50p per day. To stop text STOPBCM SF WC1N3XX",negation,False
"Hey Boys. Want hot XXX pics sent direct 2 ur phone? Txt PORN to 69855, 24Hrs free and then just 50p per day. To stop text STOPBCM SF WC1N3XX","ur Hey pics 50p per XXX phone? PORN Txt just 2 To text free and hot direct then Boys. sent STOPBCM to 24Hrs 69855, WC1N3XX Want day. stop SF",shuffle,False
Reply to win å£100 weekly! What professional sport does Tiger Woods play? Send STOP to 87239 to end service,respond to attain å£100 weekly! What professional sport does Tiger Woods play? Send end to 87239 to end service,lexical,True
Reply to win å£100 weekly! What professional sport does Tiger Woods play? Send STOP to 87239 to end service,This is actually NOT Reply to win å£100 weekly! What professional sport does Tiger Woods play? Send STOP to 87239 to end service,negation,False
Reply to win å£100 weekly! What professional sport does Tiger Woods play? Send STOP to 87239 to end service,to 87239 play? Woods service What sport Tiger Send win å£100 STOP Reply professional does to to end weekly!,shuffle,False
U 447801259231 have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094597,U 447801259231 have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094597,lexical,False
U 447801259231 have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094597,This is actually NOT U 447801259231 have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094597,negation,False
U 447801259231 have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094597,they 447801259231 make contact secret 09058094597 special-call U-find a U so R*reveal is 2 out have UR on thinks looking admirer who with who who,shuffle,False
Hi. Customer Loyalty Offer:The NEW Nokia6650 Mobile from ONLY å£10 at TXTAUCTION! Txt word: START to No: 81151 & get yours Now! 4T&Ctxt TC 150p/MTmsg,Hi. Customer Loyalty Offer:The NEW Nokia6650 Mobile from ONLY å£10 at TXTAUCTION! message word: START to No: 81151 & get yours Now! 4T&Ctxt TC 150p/MTmsg,lexical,False
Hi. Customer Loyalty Offer:The NEW Nokia6650 Mobile from ONLY å£10 at TXTAUCTION! Txt word: START to No: 81151 & get yours Now! 4T&Ctxt TC 150p/MTmsg,This is actually NOT Hi. Customer Loyalty Offer:The NEW Nokia6650 Mobile from ONLY å£10 at TXTAUCTION! Txt word: START to No: 81151 & get yours Now! 4T&Ctxt TC 150p/MTmsg,negation,False
Hi. Customer Loyalty Offer:The NEW Nokia6650 Mobile from ONLY å£10 at TXTAUCTION! Txt word: START to No: 81151 & get yours Now! 4T&Ctxt TC 150p/MTmsg,& NEW Loyalty word: Offer:The at 4T&Ctxt from START yours Now! Txt ONLY å£10 150p/MTmsg to Nokia6650 TXTAUCTION! 81151 Hi. TC get Customer Mobile No:,shuffle,False
WINNER! As a valued network customer you hvae been selected to receive a å£900 reward! To collect call 09061701444. Valid 24 hours only. ACL03530150PM,WINNER! As a valued network customer you hvae been selected to receive a å£900 reward! To collect contact 09061701444. Valid 24 hours only. ACL03530150PM,lexical,True
WINNER! As a valued network customer you hvae been selected to receive a å£900 reward! To collect call 09061701444. Valid 24 hours only. ACL03530150PM,This is actually NOT WINNER! As a valued network customer you hvae been selected to receive a å£900 reward! To collect call 09061701444. Valid 24 hours only. ACL03530150PM,negation,False
WINNER! As a valued network customer you hvae been selected to receive a å£900 reward! To collect call 09061701444. Valid 24 hours only. ACL03530150PM,network 24 Valid to WINNER! you receive valued To hours collect a call customer a hvae reward! As selected ACL03530150PM been å£900 09061701444. only.,shuffle,False
You are a winner U have been specially selected 2 receive å£1000 cash or a 4* holiday (flights inc) speak to a live operator 2 claim 0871277810810,You are a winner U have been specially selected 2 receive å£1000 monetary or a 4* holiday (flights inc) speak to a live operator 2 claim 0871277810810,lexical,True
You are a winner U have been specially selected 2 receive å£1000 cash or a 4* holiday (flights inc) speak to a live operator 2 claim 0871277810810,This is actually NOT You are a winner U have been specially selected 2 receive å£1000 cash or a 4* holiday (flights inc) speak to a live operator 2 claim 0871277810810,negation,False
You are a winner U have been specially selected 2 receive å£1000 cash or a 4* holiday (flights inc) speak to a live operator 2 claim 0871277810810,receive 0871277810810 or cash holiday 2 have a claim selected U operator 4* speak 2 specially å£1000 winner a are You a live been to (flights inc),shuffle,False
"Our dating service has been asked 2 contact U by someone shy! CALL 09058091870 NOW all will be revealed. POBox84, M26 3UZ 150p","Our dating service has been asked 2 contact U by someone shy! contact 09058091870 NOW all will be revealed. POBox84, M26 3UZ 150p",lexical,False
"Our dating service has been asked 2 contact U by someone shy! CALL 09058091870 NOW all will be revealed. POBox84, M26 3UZ 150p","This is actually NOT Our dating service has been asked 2 contact U by someone shy! CALL 09058091870 NOW all will be revealed. POBox84, M26 3UZ 150p",negation,False
"Our dating service has been asked 2 contact U by someone shy! CALL 09058091870 NOW all will be revealed. POBox84, M26 3UZ 150p","be Our dating been asked 150p revealed. CALL service M26 shy! someone has NOW by 3UZ contact all 09058091870 U will POBox84, 2",shuffle,False
"URGENT! Your Mobile No was awarded a å£2,000 Bonus Caller Prize on 1/08/03! This is our 2nd attempt to contact YOU! Call 0871-4719-523 BOX95QU BT National Rate","URGENT! Your Mobile No was awarded a å£2,000 Bonus Caller award on 1/08/03! This is our 2nd attempt to contact YOU! contact 0871-4719-523 BOX95QU BT National Rate",lexical,True
"URGENT! Your Mobile No was awarded a å£2,000 Bonus Caller Prize on 1/08/03! This is our 2nd attempt to contact YOU! Call 0871-4719-523 BOX95QU BT National Rate","This is actually NOT URGENT! Your Mobile No was awarded a å£2,000 Bonus Caller Prize on 1/08/03! This is our 2nd attempt to contact YOU! Call 0871-4719-523 BOX95QU BT National Rate",negation,False
"URGENT! Your Mobile No was awarded a å£2,000 Bonus Caller Prize on 1/08/03! This is our 2nd attempt to contact YOU! Call 0871-4719-523 BOX95QU BT National Rate","å£2,000 Caller YOU! attempt Call 1/08/03! awarded Mobile BT is Your URGENT! on BOX95QU a contact No Rate to Bonus 2nd Prize was This National 0871-4719-523 our",shuffle,False
U have a Secret Admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09065171142-stopsms-08,U have a Secret Admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09065171142-stopsms-08,lexical,False
U have a Secret Admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09065171142-stopsms-08,This is actually NOT U have a Secret Admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09065171142-stopsms-08,negation,False
U have a Secret Admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09065171142-stopsms-08,09065171142-stopsms-08 U-find is make they who Admirer Secret on R*reveal UR U looking have thinks a 2 contact special-call so out who with who,shuffle,False
"As a valued customer, I am pleased to advise you that following recent review of your Mob No. you are awarded with a å£1500 Bonus Prize, call 09066364589","As a valued customer, I am pleased to advise you that following recent review of your Mob No. you are awarded with a å£1500 Bonus Prize, contact 09066364589",lexical,True
"As a valued customer, I am pleased to advise you that following recent review of your Mob No. you are awarded with a å£1500 Bonus Prize, call 09066364589","This is actually NOT As a valued customer, I am pleased to advise you that following recent review of your Mob No. you are awarded with a å£1500 Bonus Prize, call 09066364589",negation,False
"As a valued customer, I am pleased to advise you that following recent review of your Mob No. you are awarded with a å£1500 Bonus Prize, call 09066364589","your å£1500 review recent you advise call pleased 09066364589 As to of Prize, awarded am you I a following valued Bonus a Mob with are No. customer, that",shuffle,False
Here is your discount code RP176781. To stop further messages reply stop. www.regalportfolio.co.uk. Customer Services 08717205546,Here is your discount code RP176781. To end further messages respond stop. www.regalportfolio.co.uk. Customer Services 08717205546,lexical,False
Here is your discount code RP176781. To stop further messages reply stop. www.regalportfolio.co.uk. Customer Services 08717205546,This is actually NOT Here is your discount code RP176781. To stop further messages reply stop. www.regalportfolio.co.uk. Customer Services 08717205546,negation,False
Here is your discount code RP176781. To stop further messages reply stop. www.regalportfolio.co.uk. Customer Services 08717205546,To Customer is your www.regalportfolio.co.uk. messages 08717205546 further stop reply Here code RP176781. discount stop. Services,shuffle,False
PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S.I.M. points. Call 08715203685 Identifier Code:4xx26 Expires 13/10/04,PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S.I.M. points. contact 08715203685 Identifier Code:4xx26 Expires 13/10/04,lexical,False
PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S.I.M. points. Call 08715203685 Identifier Code:4xx26 Expires 13/10/04,This is actually NOT PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S.I.M. points. Call 08715203685 Identifier Code:4xx26 Expires 13/10/04,negation,False
PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S.I.M. points. Call 08715203685 Identifier Code:4xx26 Expires 13/10/04,Code:4xx26 13/10/04 800 Identifier shows PRIVATE! S.I.M. Expires 08715203685 2003 Account Your points. Statement un-redeemed for Call,shuffle,False
"Call 09094100151 to use ur mins! Calls cast 10p/min (mob vary). Service provided by AOM, just GBP5/month. AOM Box61,M60 1ER until u stop. Ages 18+ only!","contact 09094100151 to use ur mins! Calls cast 10p/min (mob vary). Service provided by AOM, just GBP5/month. AOM Box61,M60 1ER until u stop. Ages 18+ only!",lexical,False
"Call 09094100151 to use ur mins! Calls cast 10p/min (mob vary). Service provided by AOM, just GBP5/month. AOM Box61,M60 1ER until u stop. Ages 18+ only!","This is actually NOT Call 09094100151 to use ur mins! Calls cast 10p/min (mob vary). Service provided by AOM, just GBP5/month. AOM Box61,M60 1ER until u stop. Ages 18+ only!",negation,False
"Call 09094100151 to use ur mins! Calls cast 10p/min (mob vary). Service provided by AOM, just GBP5/month. AOM Box61,M60 1ER until u stop. Ages 18+ only!","AOM, Box61,M60 stop. by only! just to vary). use Calls Service u Ages AOM mins! until (mob GBP5/month. Call 1ER cast 10p/min 09094100151 18+ ur provided",shuffle,False
"WELL DONE! Your 4* Costa Del Sol Holiday or å£5000 await collection. Call 09050090044 Now toClaim. SAE, TCs, POBox334, Stockport, SK38xh, Costå£1.50/pm, Max10mins","WELL DONE! Your 4* Costa Del Sol Holiday or å£5000 await collection. contact 09050090044 Now toClaim. SAE, TCs, POBox334, Stockport, SK38xh, Costå£1.50/pm, Max10mins",lexical,False
"WELL DONE! Your 4* Costa Del Sol Holiday or å£5000 await collection. Call 09050090044 Now toClaim. SAE, TCs, POBox334, Stockport, SK38xh, Costå£1.50/pm, Max10mins","This is actually NOT WELL DONE! Your 4* Costa Del Sol Holiday or å£5000 await collection. Call 09050090044 Now toClaim. SAE, TCs, POBox334, Stockport, SK38xh, Costå£1.50/pm, Max10mins",negation,False
"WELL DONE! Your 4* Costa Del Sol Holiday or å£5000 await collection. Call 09050090044 Now toClaim. SAE, TCs, POBox334, Stockport, SK38xh, Costå£1.50/pm, Max10mins","or SK38xh, collection. Call toClaim. await Sol TCs, å£5000 Costå£1.50/pm, SAE, POBox334, DONE! Del Costa Your Now Stockport, Max10mins 09050090044 WELL 4* Holiday",shuffle,False
"URGENT!! Your 4* Costa Del Sol Holiday or å£5000 await collection. Call 09050090044 Now toClaim. SAE, TC s, POBox334, Stockport, SK38xh, Costå£1.50/pm, Max10mins","URGENT!! Your 4* Costa Del Sol Holiday or å£5000 await collection. contact 09050090044 Now toClaim. SAE, TC s, POBox334, Stockport, SK38xh, Costå£1.50/pm, Max10mins",lexical,False
"URGENT!! Your 4* Costa Del Sol Holiday or å£5000 await collection. Call 09050090044 Now toClaim. SAE, TC s, POBox334, Stockport, SK38xh, Costå£1.50/pm, Max10mins","This is actually NOT URGENT!! Your 4* Costa Del Sol Holiday or å£5000 await collection. Call 09050090044 Now toClaim. SAE, TC s, POBox334, Stockport, SK38xh, Costå£1.50/pm, Max10mins",negation,False
"URGENT!! Your 4* Costa Del Sol Holiday or å£5000 await collection. Call 09050090044 Now toClaim. SAE, TC s, POBox334, Stockport, SK38xh, Costå£1.50/pm, Max10mins","URGENT!! POBox334, Sol Del Costa Your Stockport, Now 09050090044 await 4* Max10mins SK38xh, toClaim. s, Call or Costå£1.50/pm, SAE, collection. Holiday å£5000 TC",shuffle,False
"Congrats! 1 year special cinema pass for 2 is yours. call 09061209465 now! C Suprman V, Matrix3, StarWars3, etc all 4 FREE! bx420-ip4-5we. 150pm. Dont miss out!","Congrats! 1 year special cinema pass for 2 is yours. contact 09061209465 now! C Suprman V, Matrix3, StarWars3, etc all 4 FREE! bx420-ip4-5we. 150pm. Dont miss out!",lexical,True
"Congrats! 1 year special cinema pass for 2 is yours. call 09061209465 now! C Suprman V, Matrix3, StarWars3, etc all 4 FREE! bx420-ip4-5we. 150pm. Dont miss out!","This is actually NOT Congrats! 1 year special cinema pass for 2 is yours. call 09061209465 now! C Suprman V, Matrix3, StarWars3, etc all 4 FREE! bx420-ip4-5we. 150pm. Dont miss out!",negation,True
"Congrats! 1 year special cinema pass for 2 is yours. call 09061209465 now! C Suprman V, Matrix3, StarWars3, etc all 4 FREE! bx420-ip4-5we. 150pm. Dont miss out!","all miss bx420-ip4-5we. now! Congrats! 4 1 FREE! 150pm. special 2 cinema etc for Dont call 09061209465 Matrix3, yours. Suprman V, year pass StarWars3, out! is C",shuffle,False
"U can WIN å£100 of Music Gift Vouchers every week starting NOW Txt the word DRAW to 87066 TsCs www.Idew.com SkillGame, 1Winaweek, age16. 150ppermessSubscription","U can attain å£100 of Music Gift Vouchers every week starting NOW message the word DRAW to 87066 TsCs www.Idew.com SkillGame, 1Winaweek, age16. 150ppermessSubscription",lexical,True
"U can WIN å£100 of Music Gift Vouchers every week starting NOW Txt the word DRAW to 87066 TsCs www.Idew.com SkillGame, 1Winaweek, age16. 150ppermessSubscription","This is actually NOT U can WIN å£100 of Music Gift Vouchers every week starting NOW Txt the word DRAW to 87066 TsCs www.Idew.com SkillGame, 1Winaweek, age16. 150ppermessSubscription",negation,False
"U can WIN å£100 of Music Gift Vouchers every week starting NOW Txt the word DRAW to 87066 TsCs www.Idew.com SkillGame, 1Winaweek, age16. 150ppermessSubscription","U age16. DRAW every www.Idew.com NOW Txt WIN 150ppermessSubscription word the Vouchers 1Winaweek, 87066 TsCs å£100 starting of SkillGame, can to Music Gift week",shuffle,False
Do you want a New Nokia 3510i Colour Phone Delivered Tomorrow? With 200 FREE minutes to any mobile + 100 FREE text + FREE camcorder Reply or Call 08000930705,Do you want a New Nokia 3510i Colour Phone Delivered Tomorrow? With 200 complimentary minutes to any mobile + 100 complimentary text + complimentary camcorder respond or contact 08000930705,lexical,True
Do you want a New Nokia 3510i Colour Phone Delivered Tomorrow? With 200 FREE minutes to any mobile + 100 FREE text + FREE camcorder Reply or Call 08000930705,This is actually NOT Do you want a New Nokia 3510i Colour Phone Delivered Tomorrow? With 200 FREE minutes to any mobile + 100 FREE text + FREE camcorder Reply or Call 08000930705,negation,False
Do you want a New Nokia 3510i Colour Phone Delivered Tomorrow? With 200 FREE minutes to any mobile + 100 FREE text + FREE camcorder Reply or Call 08000930705,3510i With text a to Delivered or Reply mobile Nokia Phone 200 Do want minutes Tomorrow? 08000930705 Colour you New 100 FREE + FREE any Call + FREE camcorder,shuffle,False
Camera - You are awarded a SiPix Digital Camera! call 09061221066 fromm landline. Delivery within 28 days,Camera - You are awarded a SiPix Digital Camera! contact 09061221066 fromm landline. Delivery within 28 days,lexical,False
Camera - You are awarded a SiPix Digital Camera! call 09061221066 fromm landline. Delivery within 28 days,This is actually NOT Camera - You are awarded a SiPix Digital Camera! call 09061221066 fromm landline. Delivery within 28 days,negation,False
Camera - You are awarded a SiPix Digital Camera! call 09061221066 fromm landline. Delivery within 28 days,SiPix landline. Camera You 28 fromm awarded a Delivery Digital days - are 09061221066 call within Camera!,shuffle,False
"Your account has been credited with 500 FREE Text Messages. To activate, just txt the word: CREDIT to No: 80488 T&Cs www.80488.biz","Your account has been credited with 500 complimentary Text Messages. To activate, just message the word: CREDIT to No: 80488 T&Cs www.80488.biz",lexical,True
"Your account has been credited with 500 FREE Text Messages. To activate, just txt the word: CREDIT to No: 80488 T&Cs www.80488.biz","This is actually NOT Your account has been credited with 500 FREE Text Messages. To activate, just txt the word: CREDIT to No: 80488 T&Cs www.80488.biz",negation,False
"Your account has been credited with 500 FREE Text Messages. To activate, just txt the word: CREDIT to No: 80488 T&Cs www.80488.biz","T&Cs the Text www.80488.biz To word: CREDIT activate, Messages. 80488 FREE has account Your No: with just 500 been credited txt to",shuffle,False
PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S.I.M. points. Call 08718738001 Identifier Code: 49557 Expires 26/11/04,PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S.I.M. points. contact 08718738001 Identifier Code: 49557 Expires 26/11/04,lexical,False
PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S.I.M. points. Call 08718738001 Identifier Code: 49557 Expires 26/11/04,This is actually NOT PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S.I.M. points. Call 08718738001 Identifier Code: 49557 Expires 26/11/04,negation,False
PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S.I.M. points. Call 08718738001 Identifier Code: 49557 Expires 26/11/04,points. 2003 08718738001 Call Statement S.I.M. Expires Identifier 26/11/04 PRIVATE! for Account Your Code: 49557 800 shows un-redeemed,shuffle,False
"Thanks for your ringtone order, reference number X49.Your mobile will be charged 4.50. Should your tone not arrive please call customer services 09065989182","Thanks for your ringtone order, reference number X49.Your mobile will be charged 4.50. Should your tone not arrive please contact customer services 09065989182",lexical,False
"Thanks for your ringtone order, reference number X49.Your mobile will be charged 4.50. Should your tone not arrive please call customer services 09065989182","This is actually NOT Thanks for your ringtone order, reference number X49.Your mobile will be charged 4.50. Should your tone not arrive please call customer services 09065989182",negation,False
"Thanks for your ringtone order, reference number X49.Your mobile will be charged 4.50. Should your tone not arrive please call customer services 09065989182","Should 4.50. your X49.Your arrive for charged ringtone be call Thanks customer services order, reference please mobile will not tone 09065989182 your number",shuffle,False
"Last Chance! Claim ur å£150 worth of discount vouchers today! Text SHOP to 85023 now! SavaMob, offers mobile! T Cs SavaMob POBOX84, M263UZ. å£3.00 Sub. 16","Last Chance! Claim ur å£150 worth of discount vouchers today! Text SHOP to 85023 now! SavaMob, offers mobile! T Cs SavaMob POBOX84, M263UZ. å£3.00 Sub. 16",lexical,False
"Last Chance! Claim ur å£150 worth of discount vouchers today! Text SHOP to 85023 now! SavaMob, offers mobile! T Cs SavaMob POBOX84, M263UZ. å£3.00 Sub. 16","This is actually NOT Last Chance! Claim ur å£150 worth of discount vouchers today! Text SHOP to 85023 now! SavaMob, offers mobile! T Cs SavaMob POBOX84, M263UZ. å£3.00 Sub. 16",negation,False
"Last Chance! Claim ur å£150 worth of discount vouchers today! Text SHOP to 85023 now! SavaMob, offers mobile! T Cs SavaMob POBOX84, M263UZ. å£3.00 Sub. 16","POBOX84, offers now! Text SavaMob, å£3.00 Chance! worth discount of 16 M263UZ. Last 85023 SHOP to today! Claim Sub. vouchers Cs mobile! å£150 T SavaMob ur",shuffle,False
PRIVATE! Your 2004 Account Statement for 078498****7 shows 786 unredeemed Bonus Points. To claim call 08719180219 Identifier Code: 45239 Expires 06.05.05,PRIVATE! Your 2004 Account Statement for 078498****7 shows 786 unredeemed Bonus Points. To claim contact 08719180219 Identifier Code: 45239 Expires 06.05.05,lexical,False
PRIVATE! Your 2004 Account Statement for 078498****7 shows 786 unredeemed Bonus Points. To claim call 08719180219 Identifier Code: 45239 Expires 06.05.05,This is actually NOT PRIVATE! Your 2004 Account Statement for 078498****7 shows 786 unredeemed Bonus Points. To claim call 08719180219 Identifier Code: 45239 Expires 06.05.05,negation,False
PRIVATE! Your 2004 Account Statement for 078498****7 shows 786 unredeemed Bonus Points. To claim call 08719180219 Identifier Code: 45239 Expires 06.05.05,786 2004 Statement claim 45239 Code: Account 078498****7 unredeemed To call Bonus for Expires 08719180219 06.05.05 shows Your Points. Identifier PRIVATE!,shuffle,False
"449050000301 You have won a å£2,000 price! To claim, call 09050000301.","449050000301 You have won a å£2,000 price! To claim, contact 09050000301.",lexical,False
"449050000301 You have won a å£2,000 price! To claim, call 09050000301.","This is actually NOT 449050000301 You have won a å£2,000 price! To claim, call 09050000301.",negation,False
"449050000301 You have won a å£2,000 price! To claim, call 09050000301.","have å£2,000 won claim, a You To price! 449050000301 09050000301. call",shuffle,False
URGENT! Your Mobile number has been awarded a <UKP>2000 prize GUARANTEED. Call 09061790125 from landline. Claim 3030. Valid 12hrs only 150ppm,URGENT! Your Mobile number has been awarded a <UKP>2000 award GUARANTEED. contact 09061790125 from landline. Claim 3030. Valid 12hrs only 150ppm,lexical,False
URGENT! Your Mobile number has been awarded a <UKP>2000 prize GUARANTEED. Call 09061790125 from landline. Claim 3030. Valid 12hrs only 150ppm,This is actually NOT URGENT! Your Mobile number has been awarded a <UKP>2000 prize GUARANTEED. Call 09061790125 from landline. Claim 3030. Valid 12hrs only 150ppm,negation,False
URGENT! Your Mobile number has been awarded a <UKP>2000 prize GUARANTEED. Call 09061790125 from landline. Claim 3030. Valid 12hrs only 150ppm,Claim a Your awarded Mobile 09061790125 150ppm landline. <UKP>2000 has prize only URGENT! Valid Call been GUARANTEED. from number 12hrs 3030.,shuffle,False
**FREE MESSAGE**Thanks for using the Auction Subscription Service. 18 . 150p/MSGRCVD 2 Skip an Auction txt OUT. 2 Unsubscribe txt STOP CustomerCare 08718726270,**FREE MESSAGE**Thanks for using the Auction Subscription Service. 18 . 150p/MSGRCVD 2 Skip an Auction message OUT. 2 Unsubscribe message end CustomerCare 08718726270,lexical,False
**FREE MESSAGE**Thanks for using the Auction Subscription Service. 18 . 150p/MSGRCVD 2 Skip an Auction txt OUT. 2 Unsubscribe txt STOP CustomerCare 08718726270,This is actually NOT **FREE MESSAGE**Thanks for using the Auction Subscription Service. 18 . 150p/MSGRCVD 2 Skip an Auction txt OUT. 2 Unsubscribe txt STOP CustomerCare 08718726270,negation,False
**FREE MESSAGE**Thanks for using the Auction Subscription Service. 18 . 150p/MSGRCVD 2 Skip an Auction txt OUT. 2 Unsubscribe txt STOP CustomerCare 08718726270,**FREE Auction txt using STOP Auction for the txt MESSAGE**Thanks CustomerCare Subscription Unsubscribe OUT. . 08718726270 Service. 2 Skip 150p/MSGRCVD 2 an 18,shuffle,False
HMV BONUS SPECIAL 500 pounds of genuine HMV vouchers to be won. Just answer 4 easy questions. Play Now! Send HMV to 86688 More info:www.100percent-real.com,HMV BONUS SPECIAL 500 pounds of genuine HMV vouchers to be won. Just answer 4 easy questions. Play Now! Send HMV to 86688 More info:www.100percent-real.com,lexical,False
HMV BONUS SPECIAL 500 pounds of genuine HMV vouchers to be won. Just answer 4 easy questions. Play Now! Send HMV to 86688 More info:www.100percent-real.com,This is actually NOT HMV BONUS SPECIAL 500 pounds of genuine HMV vouchers to be won. Just answer 4 easy questions. Play Now! Send HMV to 86688 More info:www.100percent-real.com,negation,False
HMV BONUS SPECIAL 500 pounds of genuine HMV vouchers to be won. Just answer 4 easy questions. Play Now! Send HMV to 86688 More info:www.100percent-real.com,BONUS HMV Just SPECIAL genuine answer vouchers Now! 4 Send to be easy Play info:www.100percent-real.com 500 pounds to questions. of HMV HMV won. 86688 More,shuffle,False
Please call Amanda with regard to renewing or upgrading your current T-Mobile handset free of charge. Offer ends today. Tel 0845 021 3680 subject to T's and C's,Please contact Amanda with regard to renewing or upgrading your current T-Mobile handset complimentary of charge. Offer ends today. Tel 0845 021 3680 subject to T's and C's,lexical,False
Please call Amanda with regard to renewing or upgrading your current T-Mobile handset free of charge. Offer ends today. Tel 0845 021 3680 subject to T's and C's,This is actually NOT Please call Amanda with regard to renewing or upgrading your current T-Mobile handset free of charge. Offer ends today. Tel 0845 021 3680 subject to T's and C's,negation,False
Please call Amanda with regard to renewing or upgrading your current T-Mobile handset free of charge. Offer ends today. Tel 0845 021 3680 subject to T's and C's,C's or Amanda handset charge. free Please ends call 021 subject upgrading and T's of your 3680 Offer to Tel 0845 today. with current T-Mobile regard to renewing,shuffle,False
"FREE MESSAGE Activate your 500 FREE Text Messages by replying to this message with the word FREE For terms & conditions, visit www.07781482378.com","complimentary MESSAGE Activate your 500 complimentary Text Messages by replying to this message with the word complimentary For terms & conditions, visit www.07781482378.com",lexical,True
"FREE MESSAGE Activate your 500 FREE Text Messages by replying to this message with the word FREE For terms & conditions, visit www.07781482378.com","This is actually NOT FREE MESSAGE Activate your 500 FREE Text Messages by replying to this message with the word FREE For terms & conditions, visit www.07781482378.com",negation,False
"FREE MESSAGE Activate your 500 FREE Text Messages by replying to this message with the word FREE For terms & conditions, visit www.07781482378.com","FREE your visit MESSAGE terms with message For FREE this by Text Activate www.07781482378.com the to Messages word & 500 conditions, FREE replying",shuffle,False
"Mila, age23, blonde, new in UK. I look sex with UK guys. if u like fun with me. Text MTALK to 69866.18 . 30pp/txt 1st 5free. å£1.50 increments. Help08718728876","Mila, age23, blonde, new in UK. I look sex with UK guys. if u like fun with me. Text MTALK to 69866.18 . 30pp/txt 1st 5free. å£1.50 increments. Help08718728876",lexical,True
"Mila, age23, blonde, new in UK. I look sex with UK guys. if u like fun with me. Text MTALK to 69866.18 . 30pp/txt 1st 5free. å£1.50 increments. Help08718728876","This is actually NOT Mila, age23, blonde, new in UK. I look sex with UK guys. if u like fun with me. Text MTALK to 69866.18 . 30pp/txt 1st 5free. å£1.50 increments. Help08718728876",negation,False
"Mila, age23, blonde, new in UK. I look sex with UK guys. if u like fun with me. Text MTALK to 69866.18 . 30pp/txt 1st 5free. å£1.50 increments. Help08718728876","to UK Mila, if 69866.18 5free. age23, in MTALK with I increments. sex like 30pp/txt 1st u blonde, me. new look Help08718728876 fun UK. guys. å£1.50 with . Text",shuffle,False
This message is free. Welcome to the new & improved Sex & Dogging club! To unsubscribe from this service reply STOP. msgs@150p 18+only,This message is free. Welcome to the new & improved Sex & Dogging club! To unsubscribe from this service respond STOP. msgs@150p 18+only,lexical,False
This message is free. Welcome to the new & improved Sex & Dogging club! To unsubscribe from this service reply STOP. msgs@150p 18+only,This is actually NOT This message is free. Welcome to the new & improved Sex & Dogging club! To unsubscribe from this service reply STOP. msgs@150p 18+only,negation,False
